"Maria Soltero-Rivera MI et al. MW","2019","Fracture Limits of Maxillary Fourth Premolar Teeth in Domestic Dogs Under Applied Forces","Frontiers in Veterinary Science","5","","","TRUE","","","",""
"Timothy Kurt NW et al. HF","2019","Strategic Priorities for Research on Antibiotic Alternatives in Animal Agriculture—Results From an Expert Workshop","Frontiers in Veterinary Science","6","","","TRUE","","","",""
"Patrícia de Faria Lainetti AB et al. AF","2020","Establishment and Characterization of Canine Mammary Gland Carcinoma Cell Lines With Vasculogenic Mimicry Ability in vitro and in vivo","Frontiers in Veterinary Science","7","","","TRUE","","","",""
"Long Pham-Thanh UM et al. MC","2020","Livestock Development in Hanoi City, Vietnam—Challenges and Policies","Frontiers in Veterinary Science","7","","","TRUE","","","",""
"Christina Montal.bano CK et al. LE","2021","Common Uses and Adverse Effects of Hyperbaric Oxygen Therapy in a Cohort of Small Animal Patients: A Retrospective Analysis of 2,792 Treatment Sessions","Frontiers in Veterinary Science","8","","","TRUE","","","",""
"Michael J Toscano RK, Campbell DL","2021","Behavior and Welfare of the Individual Within Large, Commercially-Relevant Groups","Frontiers in Veterinary Science","8","","","TRUE","","","",""
"Chaney KP, Hodgson JL","2021","Using the Five Core Components of Competency-Based Medical Education to Support Implementation of CBVE","Frontiers in Veterinary Science","8","","","TRUE","","","",""
"Shelby E McDonal.d CD et al. JS","2022","Barriers to and facilitators of pet grooming among clients served by a subsidized grooming service program","Frontiers in Veterinary Science","9","","","TRUE","","","",""
"Sebastian Griffin FS, Risio L","2022","Cross Sectional Survey of Canine Idiopathic Epilepsy Management in Primary Care in the United Kingdom","Frontiers in Veterinary Science","9","","","TRUE","","","",""
"Haney Samir AA, Kandiel MM","2022","Exploring roles of diagnostic ultrasonography in veterinary medicine","Frontiers in Veterinary Science","9","","","TRUE","","","",""
"Cristina Marchetti AM et al. LF","2022","Use of the international classification of diseases (ICD)-11 method applied to veterinary forensic pathology for coding the cause and manner of death in wildlife","Frontiers in Veterinary Science","9","","","TRUE","","","",""
"Michele A Steffey DJ et al. MR","2023","A narrative review of the physiology and health effects of burnout associated with veterinarian-pertinent occupational stressors","Frontiers in Veterinary Science","10","","","TRUE","","","",""
"Austin J Bow RE et al. CP","2023","Temporal metabolic profiling of bone healing in a caprine tibia segmental defect model","Frontiers in Veterinary Science","9","","","TRUE","","","",""
"Portier K","2023","Unifying two medicines to fight pain and to make anesthesia safer","Frontiers in Veterinary Science","10","","","TRUE","","","",""
"Irene C Moore JB et al. CL","2015","Exploring the Impact of Toxic Attitudes and a Toxic Environment on the Veterinary Healthcare Team","Frontiers in Veterinary Science","2","","","TRUE","","","",""
"Hansen KS, Kent MS","2019","Imaging in Non-neurologic Oncologic Treatment Planning of the Head and Neck","Frontiers in Veterinary Science","6","","","TRUE","","","",""
"Pardal.os PM, Fathi M","2018","A discussion of objective function representation methods in global optimization","Frontiers of Engineering Management","5","4","515-523","TRUE","","","",""
"Mutton JF","2016","Human rights in the eighteenth-century travelogues of Franqois le Vaillant","Fundamina (Pretoria)","22","2","250-272","TRUE","","","",""
"Dal.e VH, Kline KL, Lopez-Ridaura S, Eichler SE, Ortiz-Monasterio I, Ramirez LF","2016","Towards more sustainable agricultural landscapes: Lessons from Northwestern Mexico and the Western Highlands of Guatemala","Futures","","","","TRUE","","","",""
"Vahid Chal.eshi SI et al. MA","2019","Evaluation of MALAT1 promoter DNA methylation patterns in early colorectal lesions and tumors","Gastroenterol Hepatol Bed Bench","12","Suppl1","S58-S65","TRUE","","","",""
"A Brianne Bota VW et al. SH","2020","Metabolic gestational age assessment in low resource settings: a validation protocol","Gates Open Research","4","","","TRUE","","","",""
"Jia D, Muthukumar M","2021","Theory of Charged Gels: Swelling, Elasticity, and Dynamics","Gels","7","2","","TRUE","","","",""
"T B Ferreira PM et al. JG","2005","Use of adenoviral vectors as veterinary vaccines","Gene Ther","12","Suppl 1","S73-S83","TRUE","","","",""
"O Andersen VG, Thomassen M","2000","Multiple variants of the peroxisome proliferator-activated receptor (PPAR) gamma are expressed in the liver of atlantic salmon (Salmo salar)","Genes (Basel)","","","","TRUE","","","",""
"al.icia Greal.y NJ, Bunce M","2017","Time to Spread Your Wings: A Review of the Avian Ancient DNA Field","Genes (Basel)","8","7","","TRUE","","","",""
"Arber W","2019","Self-Organization of the Biological Evolution","Genes (Basel)","10","11","","TRUE","","","",""
"Cullen Horstmann VD et al. MZ","2021","Transcriptome Profile Alterations with Carbon Nanotubes, Quantum Dots, and Silver Nanoparticles: A Review","Genes (Basel)","12","6","","TRUE","","","",""
"Schürch CM","2019","CARving up colorectal cancer organoids in vitro","Genes and Immunity","21","1","1-3","TRUE","","","",""
"Janan T Eppig JE et al. JA","2015","Mouse Genome Database: From sequence to phenotypes and disease models","Genesis (New York, N. y.  : 2000)","53","8","458-473","TRUE","","","",""
"Giovanna V Guidelli LM et al. RH","2018","pGVG: a new Gateway-compatible vector for transformation of sugarcane and other monocot crops","Genet. Mol. Biol","41","2","450-454","TRUE","","","",""
"Christian Looft DM et al. JT","2000","A high-density linkage map of the RN region in pigs","Genet. Sel. Evol","32","3","321-329","TRUE","","","",""
"Bijma P, Woolliams JA","2000","On the relation between gene flow theory and genetic gain","Genet. Sel. Evol","32","1","99-104","TRUE","","","",""
"Jack CM Dekkers RC, Moreau L","2002","Optimal selection on two quantitative trait loci with linkage","Genet. Sel. Evol","34","2","171-192","TRUE","","","",""
"Damgaard LH, Korsgaard IR","2005","A bivariate quantitative genetic model for a linear Gaussian trait and a survival trait","Genet. Sel. Evol","38","1","45-64","TRUE","","","",""
"Mekonnen Haile-Mariam PJ, Goddard ME","2007","A practical approach for minimising inbreeding and maximising genetic gain in dairy cattle","Genet. Sel. Evol","39","4","369-389","TRUE","","","",""
"Henrik Zetterberg MB et al. MZ","2009","The Szilard Hypothesis on the Nature of Aging Revisited: Figure 1.—","Genetics","182","1","3-9","TRUE","","","",""
"Burns KH, Chakravarti A","2011","Massively parallel rare disease genetics","Genome Medicine","3","5","29-29","TRUE","","","",""
"Ferdinando Chiaradonna YP et al. FR","2016","Transcriptional profiling of immortalized and K-ras-transformed mouse fibroblasts upon PKA stimulation by forskolin in low glucose availability","Genomics Data","9","","100-104","TRUE","","","",""
"Augustus Aturinde MF et al. PP","2021","Spatial Analysis of Ambient Air Pollution and Cardiovascular Disease (CVD) Hospitalization Across Sweden","GeoHealth","5","5","","TRUE","","","",""
"Espoir DK, Ngepah N","2020","The effects of inequality on total factor productivity across districts in South Africa: a spatial econometric analysis","Geojournal","","","1-32","TRUE","","","",""
"Bradley C Jemmett-Smith JH et al. PK","2015","Quantifying global dust devil occurrence from meteorological analyses","Geophysical Research Letters","42","4","1275-1282","TRUE","","","",""
"Parisio F, Vilarrasa V","2020","Sinking CO2 in Supercritical Reservoirs","Geophysical Research Letters","47","23","","TRUE","","","",""
"M A Ravine CJ et al. GC","2022","Ganymede Observations by JunoCam on Juno Perijove 34","Geophysical Research Letters","49","23","","TRUE","","","",""
"L Dobor ZB et al. TH","2015","Bridging the gap between climate models and impact studies: the FORESEE Database","Geosci. Data J.","2","1","1-11","TRUE","","","",""
"de al.buquerque Wanderley LS, Nóbrega RS","2022","Desenvolvimento de um novo sistema de classificação climática com base na metodologia dos tipos de tempo sinóticos para a região Nordeste do Brasil","GEOUSP","26","1","","TRUE","","","",""
"Katharine M Gary MH et al. AP","2022","Does the Chronic Stress of Everyday Discrimination or Race Itself Better Predict AD Onset Risk?","Gerontology and Geriatric Medicine","8","","","TRUE","","","",""
"Chattopadhyay TK, Chattopadhyay TK","2017","Advances in Gastrointestinal Surgery","GI Surgery Annual","22","","179-237","TRUE","","","",""
"Pavel S Novichkov JM, Arkin AP","2022","CORAL: A framework for rigorous self-validated data modeling and integrative, reproducible data analysis","Gigascience","11","","","TRUE","","","",""
"Giulia Agostinetto AB et al. AS","2022","ExTaxsI: an exploration tool of biodiversity molecular data","Gigascience","11","","","TRUE","","","",""
"Magistroni R","2017","Tolvaptan: Clinical Evidence for Slowing the Progression of Autosomal Dominant Polycystic Kidney Disease","Giornale De Techniche Nefrologiche & Dialitiche","29","2","80-84","TRUE","","","",""
"Natal.ie L Trent SB et al. MM","2019","Improvements in Psychological and Occupational Well-being Following a Brief Yoga-Based Program for Education Professionals","Glob Adv Health Med","8","","","TRUE","","","",""
"Jon P McCal.mont AH et al. NP","2015","Environmental costs and benefits of growing Miscanthus for bioenergy in the UK","Glob Change Biol Bioenergy","9","3","489-507","TRUE","","","",""
"Anu Aryal. DC et al. SH","2020","Estimated cost for cardiovascular disease risk-based management at a primary healthcare center in Nepal","glob health res policy","5","","","TRUE","","","",""
"Miranda A Farage KW et al. SN","2012","Assessing Quality of Life in Older Adult Patients with Skin Disorders","Glob J Health Sci","4","2","119-131","TRUE","","","",""
"Jeff Waage LC et al. AD","2018","Integrating Agriculture and Health Research for Development: LCIRAH as an Interdisciplinary Programme to Address a Global Challenge","Global Challenges","3","4","","TRUE","","","",""
"Nora Gottlieb UT et al. ND","2020","Economic arguments in migrant health policymaking: proposing a research agenda","Global Health","16","","","TRUE","","","",""
"Renn O","2008","White Paper on Risk Governance: Toward an Integrative Framework","Global Risk Governance","1","","3-73","TRUE","","","",""
"al.exandra Stratton PF, Thomas K","2017","The Prognostic Accuracy of Suggested Predictors of Failure of Medical Management in Patients With Nontuberculous Spinal Epidural Abscess","Global Spine Journal","8","3","279-285","TRUE","","","",""
"Conor John Dunn SC et al. KI","2019","Cervical Computed Tomography Angiography Rarely Leads to Intervention in Patients With Cervical Spine Fractures","Global Spine Journal","10","8","992-997","TRUE","","","",""
"Dediu D, Moisik SR","2019","Pushes and pulls from below: Anatomical variation, articulation and sound change","Glossa: a journal of general linguistics","4","1","","TRUE","","","",""
"J Arends GZ et al. AD","2009","Non-surgical oncology – Guidelines on Parenteral Nutrition, Chapter 19","GMS German Medical Science","7","","","TRUE","","","",""
"Kelleher DK, Piazena H","2012","The interpretation of clinical studies on the photodynamic treatment of actinic keratosis","GMS German Medical Science","10","","","TRUE","","","",""
"Astrid Eich-Krohm AK et al. KW","2016","First Contact: interprofessional education based on medical students' experiences from their nursing internship","GMS Journal for Medical Education","33","2","","TRUE","","","",""
"Jessica Ruck MP et al. IS","2023","“And how am I going to ask about this?” – introducing the course “sexual anamnesis” in peer teaching for medical students in Würzburg","GMS Journal for Medical Education","40","1","","TRUE","","","",""
"Oliveira N","2015","Alfred Smith (1822-1898), pioneiro do turismo ornitológico em Portugal","GOT","0","7","271-282","TRUE","","","",""
"Coelho R","2016","O espaço público na construção da cidade portuguesa recente: três décadas em balanço","GOT","0","9","91-112","TRUE","","","",""
"Bonfante GM, de Augustinis Silva D","2023","Language, neoliberalism, and human rights: Erotics of signs on a dating app","Gragoatá","28","60","","TRUE","","","",""
"Jonathon McPhetres DG, Pennycook G","2021","Character deprecation in fake news: Is it in supply or demand?","Group Processes & Intergroup Relations","24","4","624-637","TRUE","","","",""
"Christopher John Kiely PP, O'Brien CL","2018","The role of inflammation in temporal shifts in the inflammatory bowel disease mucosal microbiome","Gut Microbes","9","6","477-485","TRUE","","","",""
"Juan P Molina Ortiz DD et al. ER","2021","Enabling rational gut microbiome manipulations by understanding gut ecology through experimentally-evidenced in silico models","Gut Microbes","13","1","","TRUE","","","",""
"Rojas C, Moroney JW","2013","Robotic surgical staging for cervical cancer diagnosed during pregnancy: Immediate versus delayed definitive treatment☆","Gynecol Oncol Case Rep","5","","40-42","TRUE","","","",""
